variabel,p_def,default
16,0.08850578603027003,1
0,0.01965667095251031,0
8,0.03599919897187986,0
6,0.004535518587406485,0
1,0.003763063607554745,0
6,0.028330132461864128,0
0,0.02504490362141922,1
0,0.013697954629425944,0
6,0.088386196845753,0
0,0.01858150527140178,0
0,0.019577973398094944,0
0,0.0146089902866651,0
14,0.05019821224293171,0
8,0.025828383399986308,0
8,0.009507484211638197,0
9,0.04435427660566461,0
8,0.015281926447401789,0
3,0.011443672129067335,0
0,0.007993846004194512,0
0,0.004310018181054682,0
0,0.0024176942033966166,0
3,0.01937199689867451,0
8,0.023027523502825435,0
2,0.02589144989831717,0
5,0.06227515851996659,0
0,0.012266733025397363,0
0,0.009318519144705188,0
0,0.0544743409042342,0
11,0.028369354337864472,0
3,0.005018516895173526,1
6,0.008167981814755974,0
9,0.02463747045497011,1
0,0.002512339868983625,0
0,0.018279474870875976,0
6,0.008123168134405494,0
13,0.037784190822316537,0
2,0.012619658355837338,0
4,0.03370161065098856,0
2,0.03242346670901351,0
0,0.006593871701463875,0
9,0.015127180893904175,0
4,0.035741263319978255,0
8,0.0004367033234552922,0
6,0.002598612339365609,0
0,0.002009109474658489,0
7,0.01748741975807711,0
0,0.018472517270753507,0
0,0.013368924399466818,0
0,0.008558431013072744,0
8,0.008776852204119953,0
0,0.012823951652322325,0
0,0.022893410465735616,0
9,0.0005487332282352224,0
1,0.02234224834539916,0
2,0.03706194852630496,0
0,0.005724178302563315,0
15,0.06448884440893335,0
0,0.017602334165459747,0
10,0.015649855865431314,0
0,0.006623504703948231,0
7,0.04361533352783696,0
0,0.00973861939906693,0
4,0.008742931678210795,0
0,0.015664374262494417,0
7,0.02570247702111185,0
4,0.00106604292206517,0
0,0.014328958309271294,0
3,0.0024068497765977587,0
0,0.023479831965499888,0
0,0.012997526608187697,0
4,0.014923253283563179,0
9,0.07389729995199928,0
4,0.022828245895445153,0
7,0.0184128354790654,0
0,7.878717024801273e-05,0
7,0.0034823920798910785,0
3,0.009793324669730622,0
0,0.03292770591133286,0
4,0.030473572243779425,0
4,0.028197753934747674,0
4,0.02184249057646919,0
8,0.02406139159174336,0
0,0.009444879266420762,0
0,0.012401373910122611,0
11,0.02194887800900071,0
4,0.018384822771291016,0
0,0.006791239359933686,0
0,0.024226657273808745,0
0,0.008488972691607167,0
0,0.011485380774321381,0
7,0.05603099778179578,0
0,0.00942804123209564,0
0,0.009572277502386557,0
0,0.03262754614544465,0
7,0.0026413178222263983,0
5,0.008256728541829959,0
0,0.053290618736298055,0
5,0.008460029057877093,0
9,0.006553634279673244,0
9,0.0009096981870782416,0
10,0.01453390036505127,0
3,0.0012737900803338744,0
3,0.011449044013344751,0
0,0.006462060444795212,0
5,0.0006141194522189628,0
0,0.014278443859427496,0
0,0.0032551107460085695,0
8,0.01072027446811617,0
0,0.0024947175803922174,0
2,0.013972258468241062,1
0,0.029792355347931787,0
12,0.04343128675231653,0
12,0.035962333599891504,1
2,0.0017069569739899656,0
0,0.003611210110351125,0
2,0.04179177556817396,0
3,0.00044178242605247823,0
9,0.01880028786139808,0
2,0.008748047848343843,0
5,0.048536253548903875,0
5,0.03930661216728211,0
7,0.0020948256385670268,0
0,0.022435731283396355,0
8,0.03847178272646166,0
0,0.011070750262050124,0
10,0.02709292007177204,0
4,0.0007729780147594541,0
0,0.026935121011230644,0
0,0.001568537454723869,0
0,0.0005652153842840624,0
0,0.002499954554798862,0
0,0.05062182559141741,0
7,0.007024442987659854,0
9,0.00953543455124694,0
0,0.010435343626549838,0
8,0.020057341682810034,0
4,0.028083636671837255,0
0,0.01717764275877253,0
5,0.008193055624237307,0
5,0.006879068829494036,0
0,0.03311430493446851,0
4,0.025386870521990134,0
14,0.055198590670980784,0
9,0.010618868137904754,0
0,0.0020858388741254695,0
11,0.1084419934897914,0
0,0.015356827121327075,0
11,0.027014209510184392,0
1,0.003983506389689256,0
2,0.07013310082793586,1
0,0.0024050575321239065,0
0,0.0018903258939857116,0
4,0.007998748164329956,0
0,0.010260354817508937,1
9,0.0079002662709118,0
11,0.04837633895820851,0
0,0.020704879822819596,0
1,0.012387666680398273,0
0,0.030944706252588983,0
8,0.04930011155831511,0
0,0.034977422132541645,0
4,0.07033902539504085,0
6,0.019499078697782817,0
0,0.005908682096951195,0
0,0.03575684264325573,0
8,0.018687944341293502,0
6,0.014023416602724182,0
4,0.013825713473718875,0
8,0.002221394308854932,0
1,0.0120931337071169,0
3,0.006424040817560143,0
0,0.005986756268004123,0
0,0.011351285385544195,0
0,0.014528700413143344,0
9,0.01248100237170062,0
3,0.016009493264796348,0
0,0.02003324615700229,0
0,0.0034484273087259,0
10,0.014291928701204104,0
0,0.03653845291252629,0
3,0.04339595434552966,1
3,0.006484270070158186,0
0,0.03689523507335705,0
3,0.01720745607607802,0
6,0.0063640914909856225,0
0,0.012144620759912947,0
0,0.007315095127082064,0
10,0.07398179950862424,0
1,0.00045496654932179493,0
8,0.019800997284851695,0
0,0.013854105732685553,0
5,0.060097790550245014,1
13,0.04198698099479195,0
5,0.09149863075468904,0
0,0.01238136151884534,0
0,0.0008165357829787129,0
0,0.012028813290413056,0
8,0.057777658335770525,0
6,0.014530590321880463,0
7,0.0030206441701566182,0
0,0.0013676712361336053,0
0,0.01567264214973103,0
0,0.004642653550693499,0
0,0.005225456110540855,0
0,0.01742344148553956,0
8,0.010750958777210754,0
0,0.006739453948259052,0
0,0.020564024901925878,0
9,0.03340466386992929,0
5,0.02723897945209841,0
7,0.0029967311707569506,0
0,0.011997190116757088,0
0,0.0005682484332015469,0
0,0.001542737290902955,0
3,0.024012377400313888,0
0,0.018698218061979032,0
12,0.030549126212530198,0
4,0.02883735650323977,0
0,0.0251188271585281,0
0,0.007623089791585803,0
0,0.00758221620746378,0
0,0.042449681939090225,0
1,0.009874311563341988,0
7,0.016481951912132177,0
0,0.006699205784848596,0
0,0.043820397764292605,0
0,0.03818258904742181,0
2,0.0002249443666826681,0
2,0.011069392087141933,0
4,0.0006477687530375312,0
0,0.022101025337626284,0
11,0.03820913815358971,0
11,0.033564475522843286,1
5,0.040474007797344676,0
0,0.015832051909547253,0
0,0.007167685385433544,0
3,0.006197952007863015,0
8,0.01564743587220913,0
3,0.028796665198915702,1
14,0.047585120689370264,0
1,0.002582520771325903,0
9,0.007045423169355603,0
0,0.03551590664787132,0
0,0.0188673538231166,0
0,0.0009365632449617954,0
0,0.047629821900291656,0
1,0.028363970501414117,0
5,0.006921947024911026,0
2,0.0016615185356806575,0
0,0.040764381763214355,0
6,0.012920924390631056,0
0,0.0029408106208733604,0
9,0.0033326868716798976,0
0,0.004708963653328355,0
23,0.14070992659917342,0
0,0.006636911109028038,0
5,0.010079427546798012,0
0,0.0009994760669105028,0
1,0.006646326085345402,0
8,0.022903022625545368,0
3,0.07413512350951294,0
16,0.07251643230583517,0
0,0.0021266507597777744,0
1,0.001406477539601692,0
9,0.006439901843046523,0
8,0.005977834609095669,0
0,0.00864715946543497,0
10,0.030351627866131402,0
10,0.022229769073202687,0
0,0.004240670859157829,0
0,0.023277996409674772,0
1,0.014097196242585857,0
0,0.036495472527040954,1
6,0.002553461810201216,0
0,0.02777788948893418,0
8,0.055366918198906635,0
5,0.028011535725772828,0
5,0.012716110610638605,0
0,0.013912425900566572,0
7,0.0052026501768853,0
0,0.013196931139822319,0
0,0.010077780058466101,0
9,0.006278449376062259,0
9,0.05462019736298104,0
4,0.0031178115626581127,0
0,0.009676690904249271,0
0,0.015917033965495233,0
3,0.014973236384480842,0
13,0.0459787548447042,0
0,0.013723880038429177,0
0,0.020459309296567103,1
4,0.019171450294139084,0
0,0.020758093347843763,0
0,0.010867336598002054,0
0,0.031607733796941095,0
0,0.0005093321569055053,0
2,0.011709682587492424,0
0,0.01001286951270917,0
0,0.0120357860881914,0
5,0.0061723723981381776,0
0,0.023317074040704894,0
2,0.0010619821177846663,0
6,0.023514187769759578,0
0,0.03630975780621355,0
3,0.021341475766927992,0
0,0.006683201959396776,0
0,0.0009950567569540006,0
9,0.01189567797629596,0
0,0.00030378829296625,0
0,0.010189032478375722,0
0,0.016070467178800295,0
0,0.017865630214337232,0
0,0.00905584675271056,0
0,0.02437345523692069,0
0,0.003822539309505549,0
1,0.002558966605935094,0
3,0.05545778772979552,0
2,0.02569297604834851,0
6,0.026803997888693303,0
8,0.007358555679680418,1
2,0.005739204262844734,0
0,0.013889170038394849,0
0,0.02174510490155301,0
0,0.03360288488437206,0
0,0.004616099408639342,0
0,0.004757774191465447,0
7,0.013457417261482727,0
0,0.0014213915361617044,0
6,0.037720049837774224,1
5,0.02317134940659176,0
10,0.026845034007487386,0
0,0.02602734277155032,0
0,0.027695553543160414,0
0,0.012613692688169942,0
2,0.020430850443879236,0
0,0.006674582713849639,0
0,0.01239229567368263,0
0,0.0028773830323468464,0
7,0.01298119589613039,0
1,0.009460472938468646,0
4,0.002686206300736394,0
8,0.024190426057385937,0
2,0.046878378708502186,0
0,0.014692176076893562,0
0,0.00111645901490733,0
0,0.0010346779764406166,0
0,0.011506984071939022,0
0,0.034941435258965176,0
0,0.0167217215218233,0
0,0.013177371284017534,0
0,0.023900041385662797,0
0,0.0025577944580052222,0
11,0.10594940600014159,0
0,0.006516611736999553,0
8,0.030899310979701,0
6,0.01248866076312673,0
0,0.038963325332386604,0
0,0.04780223810653185,0
2,0.01465714864897746,0
0,0.01517673919814801,1
9,0.007772256328341774,0
2,0.013484866721387195,0
3,0.05630606563402817,0
3,0.05103509983157424,0
7,0.03083167182641124,0
9,0.004798594733243217,0
7,0.03492539830210109,0
0,0.032553975082058394,0
1,0.047800776307793086,0
12,0.05617628624908833,0
6,0.0013960569502315366,0
4,0.00538171826065609,0
0,0.01583448598957188,0
0,0.026725160303768505,0
3,0.0005007322222935187,0
2,0.008559111611306095,0
1,0.01167212904331691,0
0,0.004345974894452647,0
7,0.04100294765897137,0
5,0.013032421064544795,0
5,0.032839555167365746,0
7,0.012071728883024496,0
4,0.030408363220279164,0
7,0.027305546172154985,0
2,0.0256229259641869,0
1,0.0029062747403171903,0
6,0.03063825887547114,0
0,0.0069567560309642005,0
0,0.010373718228631885,0
2,0.043057312500620636,0
7,0.011910957310950166,0
8,0.018362685737931542,0
8,0.003295716850907707,0
0,0.007848261290998899,0
0,0.009488594763838102,0
2,0.0012356509670221965,0
0,0.0010646352350895559,0
4,0.057484917120871205,0
0,0.012095197171897864,0
0,0.026243915343517377,0
6,0.008249512953737803,0
2,0.06204287476094793,0
1,0.007558049214182631,0
0,0.006874735708533434,0
0,0.0005088962836431857,0
6,0.05994848643920659,1
0,0.0014846043015226298,0
0,0.002831467467778266,0
0,0.002409236488143274,0
9,0.020792252614830052,0
0,0.006199458023243533,0
2,0.07576091041096865,0
0,0.0175612808798697,0
0,0.027648547161711196,0
10,0.021385001363022554,0
0,0.019549466608680174,0
0,0.022114851021153,0
0,0.0028282149927868973,0
13,0.06592748328119484,0
5,0.009472302438379333,0
7,0.03477776256518083,0
0,0.007630479396796779,0
5,0.024721908647996577,0
0,0.009043455798948252,0
12,0.05073938108563159,0
0,0.03802601983584501,0
0,0.023215388883659264,0
7,0.03329643846011198,0
6,0.013961107346961762,0
0,0.004299344020245477,0
0,0.008588237196660084,0
0,0.0360069845457928,0
0,0.014263217709352382,0
0,0.005218836568871253,0
0,0.01381948680878431,0
0,0.02035947596251983,0
0,0.015694239284921772,0
0,0.01391994953500938,0
3,0.012305371956955092,0
0,0.00883262507978165,0
10,0.0257381968081359,0
0,0.006847225061379123,0
7,0.03295825788098597,0
0,0.004557826529033343,0
8,0.0032900943114628593,0
5,0.026851247697420106,0
0,0.01702082935954648,0
0,0.0037677798335318835,0
8,0.03098760654196131,0
0,0.014741396330650062,0
7,0.05196443098044788,0
8,0.006272174110334814,0
0,0.03720673226657267,0
7,0.030288611874311408,0
0,0.00014360935306552918,0
6,0.010671007401910916,0
1,0.013403024909476336,0
6,0.04577641780448568,0
7,0.028014156254969638,0
8,0.01068256658409175,0
2,0.005096414621115177,0
0,0.0024564606100157915,0
8,0.004423757128191176,0
0,0.003017551530837391,0
0,0.00021409523376069944,0
13,0.04071229132034184,0
9,0.0016570223032587679,0
6,0.05940350895100896,0
9,0.016553622861885834,0
0,0.0012353762125025035,0
0,0.003935701981894959,0
0,0.011019361859171186,0
13,0.07867059424262644,1
8,0.012814821540059225,0
0,0.0034418732047246064,0
16,0.08156587518070495,0
2,0.00958510899170561,0
0,0.0009104027007103265,0
5,0.017327258074645045,0
3,0.051940164677775034,0
3,0.018305917099371415,0
0,0.015500021922822684,0
0,0.010205515360441406,0
0,0.015778021260438434,0
0,0.022229564032879474,0
10,0.04774273099424824,0
0,0.014660175950813615,0
13,0.06772290614909614,1
1,0.0011409013095996607,0
10,0.013669998471949852,0
0,3.9580193155715324e-05,0
0,0.0222045406318101,0
3,0.02336728746901354,0
5,0.012751447364343558,0
1,0.09765936454835612,0
0,0.011342319860427106,0
0,0.03192451457091536,0
2,0.007153037878653533,0
6,0.022748397253613006,0
1,0.00036659497549512,0
0,0.025876724256542142,0
10,0.032517263215511294,1
0,0.004714783597699264,0
4,0.044836158915920604,0
3,0.04549978805007074,0
0,0.00466119720246283,0
9,0.02162415653672905,0
15,0.07259159454349892,0
8,0.023823723717099666,0
0,0.02589680794138294,0
5,0.0002501224602011971,0
0,0.004758556689322327,0
1,0.011588811553578443,0
0,0.008875608862216606,0
8,0.011415925315591118,0
0,0.002886411277935101,0
0,0.010319208198375816,0
5,0.03636801683776824,0
0,0.000503819261888725,0
0,0.004213831775468519,0
0,0.026193548220131466,0
7,0.032161465033112686,0
13,0.04483444811809597,0
0,0.0025818475127535982,0
5,0.05408011179362483,0
5,0.026565718320567658,0
5,0.048299994369570304,0
1,0.011039647640592289,0
5,0.001769972175906668,0
1,0.01476366216941502,0
6,0.0030970186269924523,0
0,0.015306946775226584,0
1,0.008862614672699356,0
0,0.002274016174227366,0
7,0.048750156933718494,0
0,0.05353866841542021,0
0,0.004662205377122181,0
0,0.0028380728896081403,0
0,0.012924298008499294,0
0,0.001307247505427184,0
0,0.010677382551888239,0
0,0.002929552653978629,0
0,0.012908591410004857,0
11,0.021202001069206868,0
0,0.016046435905671504,0
4,0.008300043222829147,0
6,0.02296664212660785,0
3,0.000272672028291555,0
0,0.008651400057416268,0
0,0.016524314516139126,0
9,0.020323418516660894,0
0,0.0042622954002927895,0
3,0.033416147292943205,0
7,0.014954428263078195,0
3,0.04276285639822015,0
7,0.023312909176997035,0
0,0.026240597951316773,0
0,0.01813571107361627,0
0,0.0018708714083881845,0
0,0.004480005830882801,0
6,0.007015115479011568,0
0,0.012420720849257627,0
5,0.005918366722616254,0
6,0.0022666541563904235,0
8,0.020256596106144747,0
0,0.0019976371370976718,0
0,0.01631903922353127,0
4,0.0036429997335885385,0
0,0.024847372056736493,0
10,0.009964920428638621,0
7,0.028599795266001406,0
0,0.013847528882407548,0
0,0.001172025804287444,0
0,0.03181181588581102,1
0,0.007308710641351508,0
0,0.012445274211653475,0
0,0.028553034831424053,0
15,0.06728392474960061,0
0,0.008285636870211341,0
0,0.04089182276003929,0
0,0.0001722415458221836,0
0,0.023953713994696268,0
0,0.006709535919730022,0
5,0.005863970602852351,0
0,0.012023827066045201,0
0,0.008802053429361635,0
0,0.0031157308128068185,0
0,0.03661407205575225,0
0,0.010624446629970986,0
10,0.01808368334825143,0
2,0.04743063458074322,0
11,0.08571019888419913,0
0,0.011238896559218812,1
9,0.027946681783681357,0
1,0.023870702402499763,0
4,0.00018168644125089161,0
0,0.00024667699329724657,0
0,0.005290133023323849,0
0,0.023163079003020136,0
0,0.0022455718014866223,0
0,0.018350910199982088,0
4,0.006421000415545806,0
0,0.002591785764197361,0
0,0.0009446359196216818,0
0,0.0017336991895225942,0
0,0.012815737128684281,0
0,0.008589833383161433,0
6,0.05486083216281928,0
0,0.01375358312986021,0
0,0.025515414693321806,0
5,0.0008506685104667396,0
0,0.021866933489498606,0
0,0.025142221231324625,0
0,0.005193467642040923,0
1,0.028919573215550578,0
0,0.018107759429488536,0
0,0.05978507390400902,0
10,0.020762178356177243,0
0,0.014204208605758065,0
0,0.010465904906720945,0
4,0.015501648475803929,0
6,0.012059926192493069,0
12,0.029902448975361397,0
4,0.0030798091050634607,0
0,0.016212454481705278,0
0,0.011090074616545547,0
6,0.08678740307553,0
6,0.006104217304004079,0
7,0.015387530619988297,0
0,0.005952878913072599,0
10,0.00967827022911418,0
5,0.00020210430887266645,0
0,0.0027552597605273892,0
0,0.0020275452379672062,0
0,0.03574650273942122,0
9,0.036583195874067456,0
6,0.018440982921324546,1
0,0.028249603482115505,0
2,0.06269327678729851,0
0,0.0006869993102238904,0
6,0.010766130711604305,0
0,0.0579717008197501,0
0,0.02403818307368121,0
0,0.0072860034182752696,0
4,0.009735085130799433,0
10,0.019420067080210997,0
3,0.00557043920901669,0
10,0.01753473315792406,0
0,0.01261808434931758,0
10,0.011470264932285208,0
8,0.013483221691635032,0
0,0.01529144561316719,0
10,0.03449599375690323,0
4,0.006236412892765957,0
3,0.04806065751275035,0
0,0.0016190641883825003,0
7,0.009392462129251176,0
6,0.05856654867701645,0
14,0.053968693274828,0
10,0.01543569613499494,0
0,0.005946778912460107,0
6,0.00011063531393379058,0
0,0.0259521700039044,0
0,0.011275243909742978,0
0,0.013289300968343618,0
0,0.0020195766961996118,0
0,0.0592074429664085,0
1,0.009347447097043339,0
5,0.017688512533637357,0
10,0.01028022257007546,0
1,0.0023856236445817386,0
1,0.021396914208934113,0
0,0.00024457270802551243,0
9,0.021693585753728182,0
0,0.008907563894010779,0
0,0.007161257203205245,0
0,0.04221322667474663,0
0,0.026352286046235927,0
9,0.06888921144779712,0
0,0.0024807237698048867,0
0,0.019285294947772365,0
0,0.015224723455853977,0
3,0.016282119284320044,0
9,0.014667804654821768,0
9,0.0006858388573425269,0
10,0.009606446067578765,0
4,0.04527645722418175,0
1,0.014268725277225424,0
0,0.0044211736318211965,0
0,0.002217230127339864,0
18,0.0926482920484968,0
1,0.00015886019022452527,0
1,0.03648946564666113,0
11,0.04047595837377694,0
0,0.049854309095962134,0
2,0.011899413043660344,0
0,0.04030051665013002,0
12,0.06915343474307868,0
0,0.03516272722439093,0
0,0.002584919903040896,0
0,0.007839025010146071,0
7,0.007987475645480368,0
12,0.05519863385127834,0
0,0.0006449395086456554,0
0,0.018667747682178184,0
0,0.0033518502115786252,0
8,0.004385603679269874,0
0,0.0031404687463949185,0
11,0.1068164283120049,1
9,0.03118262364908587,0
4,0.007679106791593851,0
0,0.00571653714935663,0
0,0.006038198852642042,0
6,0.009713010423878472,0
0,0.07019432033406962,0
0,0.01705185851516369,0
0,0.015123263669736453,0
3,0.004424683311526274,0
21,0.12546652282841644,0
6,0.011438976278072001,0
4,0.021739352329766665,0
0,0.02431106727759209,0
0,0.025667047248287975,0
0,0.015652478541596015,0
0,0.01366780926351513,0
0,0.0035593386848862237,0
0,0.001758835696446252,0
9,0.04503638662495578,0
0,0.006520037886941542,0
7,0.0031184597241106287,0
5,0.030674603278299954,0
4,0.009101362609243156,0
1,0.014037696812932265,0
3,0.005717692825177358,0
0,0.009556445257145888,0
3,0.03038060064487058,0
5,0.0007327419758838688,0
11,0.03590342664528484,0
7,0.02657768963547814,0
1,0.0012740962861928116,0
0,0.005897870875554942,0
6,0.0041166764409344934,0
0,0.027073256510528998,0
12,0.03450443225292833,0
13,0.06768115171111508,0
0,0.011664723377890698,0
0,0.0056091500614658665,0
3,0.00857085130382566,0
0,0.004369493303769492,0
10,0.0385972499787027,0
0,0.004855585736941773,0
0,0.005477280950439487,0
0,0.005078055030837006,0
0,0.03167555157541004,0
3,0.01877895298474686,0
0,0.00018716332535110536,0
6,0.0016560971228942515,0
6,0.004385706498195628,0
0,0.011362642079189007,0
0,0.004267773176891449,0
4,0.05383881427958571,0
9,0.011891279088586695,0
10,0.018514361847659394,0
7,0.033582193909096246,0
7,0.026327428970483055,0
6,0.04932891586897459,0
0,0.006270898258447527,0
0,0.0017400350551239863,0
0,0.0014785868167982532,0
4,0.04761137119396833,0
3,0.014337984905720564,0
4,0.062484605984589776,0
2,0.01912343967597581,0
0,0.015796088961936603,0
10,0.023887330082251634,0
4,0.011163663295585942,0
0,0.0021564660431495158,0
0,0.013446808849868912,0
12,0.04992524378774215,0
8,0.013751963556950257,0
13,0.09511111606650394,0
5,0.040112982045242544,0
8,0.0012361781165439142,0
0,0.003206816200777657,0
0,0.02511274630405778,0
0,0.01096479678029528,0
4,0.003241415137201486,0
4,0.01646015998322715,0
0,0.0010203793298520876,0
0,0.003519263465864852,0
0,0.02439130755182824,0
0,0.03181217238746854,0
0,0.006663637803347763,0
0,0.012588894293194786,0
5,0.0054708030653853705,0
0,0.005565982028380339,0
5,0.0212335344671266,0
3,0.07490649665773208,0
3,0.01903345485415286,0
2,0.05117332372838489,0
0,0.005052611666687353,0
0,0.041106083004257325,0
10,0.04788763133186255,0
1,0.009023192784797735,0
7,0.017363805382411553,0
0,0.01009441891101225,0
0,0.03978897374613857,0
7,0.0010127010974570548,0
11,0.025684867510798015,0
2,0.011226297493291156,0
1,0.0013591640115301054,0
0,0.0009381469015914184,0
3,0.013220446385054324,0
0,0.012066458594841616,0
9,0.0016926967242921036,0
6,0.027638980077199744,0
0,0.0061175931335280195,0
0,0.0019929455467249104,0
1,0.03729209080762877,0
7,0.026618965922788403,0
4,0.004892692705594267,0
8,0.00989701750047375,0
0,0.023546678164983476,0
10,0.027444992819197326,0
0,0.02550836970411458,0
6,0.0030600907030432483,0
4,0.02357590646583187,0
0,0.008076971290378335,0
0,0.01445113753053162,0
8,0.10848909727631652,0
2,0.02785458113213928,0
0,0.009008554443069042,0
9,0.03141713998217405,0
0,0.007974681757849982,0
6,0.01886701465185876,0
7,0.008530808098365605,0
4,0.006659956995832481,0
0,0.06654180716582359,0
8,0.09814946403368437,0
10,0.02729722626941499,0
