CR,LGL,LGC,LGD,cure,cr_var,LGD_REAL
0.27696628777334986,0.0,0.125,0.03462078597166873,1,1,0.2711457657922918
0.1326215796282485,0.40961561201890384,0.125,0.3718694399660961,0,7,0.3232505211017337
0.7382675312053899,0.0,0.125,0.09228344140067374,1,11,0.28576876549005337
0.1260475879314191,0.1665859567365457,0.125,0.16134414719808376,0,6,0.08831305864956546
0.683979107015783,0.0,0.125,0.08549738837697288,0,12,0.1789808116524244
0.5823792393504797,0.049895490215237925,0.125,0.09363479749547833,1,22,0.22555735704592333
0.09599166357121039,0.0,0.125,0.011998957946401299,0,12,0.0
0.10082898358135682,0.0,0.125,0.012603622947669603,0,5,0.0
0.3362762675648567,1.1130481413240945,0.125,0.7807910001852338,1,13,0.04697155249504269
0.47836395427619643,0.6039554423991145,0.125,0.3748404230509691,0,9,0.5552608908079419
0.3359913654984694,1.0946201488746448,0.125,0.7688361510394237,0,0,0.5512500753411721
0.2943024199470227,0.19597134459001286,0.125,0.17508430613027803,0,16,0.14402239972764394
0.39472633158988657,0.0,0.125,0.04934079144873582,0,12,0.0
0.24791247720076684,0.0,0.125,0.030989059650095855,0,1,0.04869429535577763
0.046378402602305385,0.5772918407536006,0.125,0.5563152676693923,0,0,0.5076716228356132
0.20320295517748976,0.0,0.125,0.02540036939718622,0,0,0.14934516137725318
0.3462515034468849,0.09897982028733668,0.125,0.10798934663280449,1,16,0.056119506951290477
0.007183250342922437,0.0,0.125,0.0008979062928653047,0,0,0.0
0.3551320127077351,0.30860787275208185,0.125,0.2434028393526493,0,16,0.2839148413851024
0.23868624512061035,0.6555033461107507,0.125,0.528879494403656,0,10,0.6650040558395824
0.47458677051254433,0.0,0.125,0.05932334631406804,1,10,0.08763915949739162
0.6856203154473187,1.0156348443063368,0.125,0.40499750140465257,1,25,0.0
0.31026607724295296,0.039273289505379755,0.125,0.06587137968548787,0,7,0.0
0.4293908417174737,0.0,0.125,0.053673855214684214,0,5,0.023392870267586033
0.18117148938231378,0.0,0.125,0.022646436172789223,1,0,0.3457766466753407
0.3121041735748976,0.2532378021683187,0.125,0.21321424890151436,0,14,0.3333847318348224
0.35638524380295844,0.7507239911921565,0.125,0.5277251940377796,1,1,0.19293935010389568
0.03280088087080299,0.0,0.125,0.004100110108850374,0,0,0.05876841461631424
0.1219840346348476,0.2165961304627039,0.125,0.20542286491192338,0,0,0.2528911961533156
0.3903132312523233,0.09334380739345471,0.125,0.1056996382188613,0,2,0.2731014286003539
0.48961826763770233,0.5465218543042043,0.125,0.34013705422834783,0,19,0.46497745585076966
0.24417974051202185,0.0,0.125,0.03052246756400273,1,5,0.0874833258405345
0.618352529392019,0.4174679264588417,0.125,0.2366196443669779,1,19,0.10956541811975487
0.24157036674781543,0.1846340577260299,0.125,0.17022823653049246,1,0,0.0
0.06886527293681827,0.0,0.125,0.008608159117102283,0,0,0.23446274216827032
0.27988419512352875,0.7663764736458759,0.125,0.5868653355483329,0,8,0.7125320520212077
0.02869523069456591,0.0,0.125,0.003586903836820739,0,5,0.0
0.5475998690546388,0.4497298446999841,0.125,0.2719078242641396,0,19,0.03365053082994959
0.07243574911393116,0.5399340251369189,0.125,0.5098779681932675,0,0,0.739957262325807
0.2035947210149891,0.19050254978126377,0.125,0.17716657643277695,0,0,0.0901434361333065
0.1282421176209555,0.2967198195110958,0.125,0.2746981062195046,0,12,0.44388561331662113
0.311112344886346,0.0067275943962739615,0.125,0.04352359983899817,1,11,0.09398189470090301
0.2414640094545689,0.0,0.125,0.03018300118182111,1,0,0.0
0.20773008025509332,0.8833731026575281,0.125,0.7258361971791756,1,1,0.3007695097333768
0.5276556440919307,0.7535017523109051,0.125,0.4218692553823874,0,9,0.5518781435169735
0.23233994506284925,0.9416927082125873,0.125,0.7519423692532452,1,15,0.026748734988906633
0.5559964848674751,0.6900040556453895,0.125,0.3758637867706856,1,8,0.14590157176612048
0.6624112914002701,0.222170523808759,0.125,0.15780367164655826,1,14,0.0
0.33850451118878244,0.2309446671500622,0.125,0.19508191938337216,0,13,0.32859721439987194
0.15059747254198308,0.5925146378768155,0.125,0.5221081150361866,1,2,0.10368291911734215
0.057289962008792,0.013545188511499162,0.125,0.01993043042737245,0,11,0.23487446962733635
0.04108243263754422,0.8612523583330223,0.125,0.8310053204175728,0,8,0.8335222885372247
0.09309422012653527,0.8164472773584996,0.125,0.752077532314194,1,3,0.0
0.22770692438391416,1.147574937400294,0.125,0.9147275434527994,0,3,1.0018152766782962
0.16703457169219768,0.3458594145750447,0.125,0.3089682568573126,0,4,0.1658123615476408
0.7179754280219057,0.546548470701036,0.125,0.24388702701747988,0,21,0.4429904161522177
0.5758603676207674,0.0,0.125,0.07198254595259593,0,19,0.2873263772630139
0.4556792806480682,0.1830475659701639,0.125,0.1565964928655083,0,5,0.2873237798089784
0.24454444931795824,0.0,0.125,0.03056805616474478,0,1,0.18487464853188315
0.30574311211921185,0.0,0.125,0.03821788901490148,0,5,0.21513925391518526
0.3069141325951106,0.3084872782111585,0.125,0.25217243937674305,0,14,0.2151418700991607
0.30200739819718814,0.534167181944919,0.125,0.4105956658980585,0,1,0.41034477657419965
0.6900280447701349,0.27973898643893946,0.125,0.17296474617676566,0,16,0.14953173047666934
0.23617540987002666,0.2507162380468171,0.125,0.22102515399879222,0,1,0.17094425450981893
0.18707351591854018,1.437849382012055,0.125,1.192250032247577,0,0,1.4019912523650022
0.22802467238672128,0.0,0.125,0.02850308404834016,1,11,0.22579260970027953
0.26587754426940263,0.0,0.125,0.03323469303367533,1,3,0.2947121976823933
0.43608811341234455,0.04865620790213915,0.125,0.08194882816883954,0,11,0.22086342267623443
0.34996488444128737,0.7502645297851628,0.125,0.5314439008736624,1,11,0.023692696877561287
0.3812720497903636,0.3917423504300002,0.125,0.29004094771565453,0,16,0.36874761487136476
0.03401036231450464,0.8572955479244343,0.125,0.8323899110182257,0,5,1.04871346108077
0.5326348706873943,0.14234708037048077,0.125,0.1331074204605459,0,10,0.059741622563915756
0.40932749732825596,0.16138687682772512,0.125,0.1464927276002409,1,8,0.29760407897920726
0.06999726437384501,0.26569004838693816,0.125,0.2558421298752286,0,0,0.4242401773319203
0.2295832860606697,0.7300500462195088,0.125,0.5911406683772737,1,0,0.0
0.1577199119983875,1.2478113668930702,0.125,1.070721656915906,0,0,1.1929651172736797
0.19414034541857733,0.0,0.125,0.024267543177322166,0,0,0.23606411155256202
0.3327462544341328,0.28762089509636457,0.125,0.23350940136032322,1,3,0.14937560733385813
0.3140407182277194,0.0,0.125,0.039255089778464924,0,4,0.0
0.5471901376747275,0.6920994597511344,0.125,0.38178822829464765,0,6,0.6199325326590026
0.18938458658488802,0.9869364844792927,0.125,0.8236989997037502,0,0,0.9501913427877979
0.3847162757239012,0.0,0.125,0.04808953446548765,0,0,0.2520394292625878
0.07089229020928416,0.16633920623349824,0.125,0.16340857522817162,0,3,0.3984125367400546
0.05533446869883744,1.2282601506344566,0.125,1.1672118363624997,0,0,1.2331979876901564
0.4554536416216612,0.9098205222419047,0.125,0.5523711573674153,1,14,0.0546899982025012
0.09052841423596718,0.3518142735105202,0.125,0.3312811370035299,0,8,0.3996861539667241
0.2837204115804659,0.9914033053577894,0.125,0.7455870029670013,1,0,0.0
0.4401857502585804,0.27825358010074713,0.125,0.2107935379642863,1,5,0.35033639988502463
0.23901946656284434,0.29828404823106525,0.125,0.25686578745902583,0,6,0.017848024478785196
0.5614172455096905,0.38154647959611127,0.125,0.23751686167605446,1,21,0.0
0.448306764454085,0.4257512006852182,0.125,0.29092240300034683,1,15,0.04929236968324209
0.43509969112776314,0.2865668585144817,0.125,0.21626916827834772,0,5,0.31319359537591274
0.44729158246608697,0.0,0.125,0.05591144780826087,1,8,0.06807050989001506
0.23716985941483107,0.0,0.125,0.029646232426853884,1,8,0.0450118031002613
0.030220293638226994,0.14136743075622593,0.125,0.14087280219266943,0,7,0.0
0.3356559130484831,1.0522223801594461,0.125,0.7409947055480396,0,12,0.7024662105561281
0.07218489104419346,0.15180973479719456,0.125,0.14987447701193535,0,10,0.21292171035272078
0.17008302887732327,0.44082070675266627,0.125,0.38710496436599584,0,0,0.47540991316548215
0.2722474929922469,0.0,0.125,0.03403093662403086,0,1,0.0
0.46125133774789273,0.07158888297390834,0.125,0.09622483215280236,0,20,0.06168895276259772
0.16892655649199295,0.0,0.125,0.02111581956149912,1,0,0.1338960623946742
0.14098495960220747,0.4343733572108025,0.125,0.3907563669424382,0,1,0.41792780755897085
0.147721983279047,1.6524007692846754,0.125,1.4267700983840008,0,11,1.477579081022182
0.43431038175302716,1.4623598158139743,0.125,0.8815305636666491,0,9,0.5642234086562687
0.34859806207267774,0.0,0.125,0.04357475775908472,0,15,0.0
0.10266954060660462,0.0,0.125,0.012833692575825577,0,2,0.0
0.6043609646376046,0.764640940932241,0.125,0.3780669248487268,1,16,0.29261493720738097
0.32562586186524656,0.6022654008394963,0.125,0.4468554433526729,0,4,0.4914494924814221
0.018279212611227842,0.0,0.125,0.0022849015764034803,0,2,0.029596633252379753
0.06748426890371616,0.3234142556137251,0.125,0.3100244146335578,1,0,0.14387560618636605
0.2584839661093868,0.0,0.125,0.03231049576367335,0,7,0.0
0.4151802152048059,0.0,0.125,0.05189752690060074,1,16,0.06440894672389572
0.29479292287362285,0.0,0.125,0.03684911535920286,0,14,0.0
0.5131251304319042,0.007459078712880984,0.125,0.06777227927942012,1,18,0.15695759835301534
0.32676399188226707,0.030173162425957883,0.125,0.06115915840922324,0,3,0.0
0.16921558268547282,0.0,0.125,0.021151947835684103,0,1,0.09060290530423262
0.15441555913786073,0.12531603727326654,0.125,0.1252672362010067,0,4,0.2493226604136488
0.22600687145212678,0.0,0.125,0.028250858931515847,0,8,0.0
0.17828224877591525,0.2884934135880932,0.125,0.2593454401535572,0,2,0.24420876043725342
0.22584223486754804,0.0,0.125,0.028230279358443505,1,10,0.0
0.2744074850032503,0.6907563620097623,0.125,0.535508581586075,1,4,0.10145725574178874
0.4909353167280819,0.5362654200680161,0.125,0.334360700807617,1,4,0.2642350025731217
0.08192270484339505,0.4538932581369828,0.125,0.42694943282564424,0,5,0.4640710916229049
0.2937912345207032,0.0,0.125,0.0367239043150879,0,13,0.002171170733357146
0.11561706462397,0.4072598729040813,0.125,0.3746258149377765,0,2,0.24113356613207898
0.04364059813301219,1.246246795889519,0.125,1.197314915062177,0,3,1.0947466155113916
0.053976231166551286,0.0,0.125,0.006747028895818911,0,9,0.0
0.3565751619384357,0.5709622844175369,0.125,0.41194321063291905,0,12,0.3356300768360302
0.2615728965110994,0.0,0.125,0.03269661206388742,0,11,0.19620909445894313
0.2862491245632322,0.0,0.125,0.035781140570404026,1,4,0.2547360910044818
0.13427096251979137,0.7255007672703877,0.125,0.6448709512551196,0,0,0.7325035339020671
0.21765788178917655,1.3562205390316908,0.125,1.0882356844907248,0,5,1.0898947015654281
0.09494688987274127,0.03302703308949401,0.125,0.041759580250015096,0,0,0.09465021504019946
0.08477811440056238,0.0,0.125,0.010597264300070297,0,10,0.0225689881315949
0.09085548233914992,0.5927315098067903,0.125,0.5502355378780757,0,0,0.49643538651689495
0.22162101246094537,1.0200048743826133,0.125,0.8216529879644573,0,0,0.7675392165846318
0.3264400730998965,0.0,0.125,0.04080500913748706,0,5,0.0628024508517988
0.19907611509956788,0.30293146822552475,0.125,0.26750956277722504,0,1,0.19872013374317937
0.7810136022554647,0.0,0.125,0.09762670028193308,1,8,0.1251116006743245
0.34180812485845236,0.5002211364166762,0.125,0.37196750337083456,0,5,0.6167452402901923
0.07038138174426108,0.6480550881184701,0.125,0.611241748288326,1,5,0.258246829824004
0.3192361987237019,1.1274901839855453,0.125,0.8074590283921753,0,0,0.781187265477864
0.6262665396557933,0.0,0.125,0.07828331745697416,0,23,0.0
0.12754444162271802,0.3507822639924614,0.125,0.32198499120322976,0,0,0.22644249131223881
0.4757032289675787,0.28862544968035875,0.125,0.21078829492614004,0,3,0.05327083093332702
0.23531511461906365,0.9185380614181791,0.125,0.7318065615409707,0,0,0.7275369587430809
0.0813653473857683,0.39846868112559186,0.125,0.3762178068866802,0,7,0.29474959301699655
0.20967358538187625,0.3560345402889713,0.125,0.30759269987952914,0,5,0.2246101053752277
0.36880789184214985,0.0,0.125,0.04610098648026873,1,6,0.0
0.17460353920602567,0.0,0.125,0.02182544240075321,0,13,0.0
0.3689210491985703,0.3057594396707065,0.125,0.2390734775348438,1,3,0.0
0.22048316065635887,0.7463243036771445,0.125,0.6093327574097964,0,2,0.5845118865374941
0.203494341649628,0.5336317305734415,0.125,0.4504774855832509,1,11,0.13705097293611326
0.26694387990326646,0.20209438757704024,0.125,0.18151451263845894,0,6,0.23713274091366388
0.21019863636876873,0.0,0.125,0.02627482954609609,0,14,0.15503773130854565
0.271455151426322,0.2774027978629003,0.125,0.23603227329123155,1,4,0.045158013823098905
0.5783377407083037,0.0,0.125,0.07229221758853796,1,6,0.11097940931924678
0.33362617164950004,0.22363671865901408,0.125,0.1907289278287384,0,17,0.32350135109094114
0.056501082090528086,0.7729416342058545,0.125,0.7363322307417186,0,0,0.8452117576471393
0.049345378898594826,0.0,0.125,0.006168172362324353,0,8,0.07178475316699355
0.10501109622348717,0.0,0.125,0.013126387027935896,0,0,0.15773648496919704
0.11434190289763917,0.2529805732637534,0.125,0.23834703098284513,0,5,0.1291439879537821
0.3290766012253025,0.0,0.125,0.041134575153162815,0,0,0.146465112988357
0.7309271741438701,0.6592060801416206,0.125,0.26874033957323207,1,9,0.04088593961804386
0.20188257298018158,0.13980906825855938,0.125,0.13681937545508227,0,11,0.4989939562134239
0.07544026917262076,0.753776976195302,0.125,0.7063418718615818,0,10,0.5604703997200927
0.5038186674867134,0.8678943348589441,0.125,0.4936103009868826,0,9,0.3987694980008895
0.16276245480519994,0.1486433989436741,0.125,0.14479514129166304,1,3,0.21499444106190865
0.10905104397668582,1.0065503184620122,0.125,0.9104163359157498,0,7,1.0278994627378255
0.06790714289212095,0.0,0.125,0.008488392861515119,0,0,0.0
0.38061468426415407,0.23413010135733897,0.125,0.19259358228550028,0,18,0.16379153039064498
0.6238988228353188,0.0,0.125,0.07798735285441485,0,19,0.02144801298453565
0.3449437290623376,0.07273323788712904,0.125,0.09076232971635685,0,0,0.07290517117341219
0.1786028941499452,0.5360536565977465,0.125,0.4626382838784713,0,13,0.21985862561139827
0.2446775820158589,0.926153410090388,0.125,0.7301291308857121,0,11,0.6352988407223651
0.2844842581166457,0.12712308421186957,0.125,0.1265191001749367,1,6,0.2644644437673802
0.49019945863228326,0.0,0.125,0.06127493232903541,1,12,0.0804463102299045
0.09207035365125193,0.0,0.125,0.011508794206406492,0,5,0.0
0.37606304591504236,0.24028104887876434,0.125,0.19692810650113535,0,3,0.036619926904980116
0.6692336428105126,0.0,0.125,0.08365420535131407,0,16,0.18346895503947358
0.16873594447287615,0.21977425016633292,0.125,0.2037824275528081,0,0,0.22597858777453778
0.26914038975661586,0.8531299671979319,0.125,0.6571607840328085,0,5,0.978030162778186
0.266230729804107,0.025604487174676283,0.125,0.052066627093415696,0,0,0.052623750797070414
0.6409912731584356,0.4476336013435077,0.125,0.24082827845464155,1,17,0.06130671738062929
0.27080495478285166,1.0750786130320629,0.125,0.8177926171897606,0,9,1.0930925729952632
0.13696905870124812,0.0,0.125,0.017121132337656015,1,0,0.0
0.1565555388126198,0.6827011911909622,0.125,0.5953899807076212,0,0,0.7334935477309352
0.25772110435923845,0.16835364163657734,0.125,0.15718049323600397,0,15,0.0
0.39666073799989965,0.20317163839587182,0.125,0.17216401861910402,0,13,0.2534776778806132
0.24334804532656493,0.0,0.125,0.030418505665820616,0,14,0.0
0.3101518535875328,0.43482485869150445,0.125,0.33873210448083896,0,5,0.26574682010073314
0.2303205306213482,0.0,0.125,0.028790066327668524,0,0,0.0
0.6177890340470776,0.16441277195148613,0.125,0.14006399363845976,1,18,0.0
0.2988463476420887,0.6676067671139688,0.125,0.5054507165560779,0,0,0.43031069609112504
0.24490638673687062,0.0,0.125,0.030613298342108828,0,10,0.1832617875119465
0.14915057367429035,0.0,0.125,0.018643821709286294,0,0,0.03400300152502105
0.2919017099199397,0.0,0.125,0.03648771373999246,1,8,0.36167163032527727
0.46854046312287817,0.0,0.125,0.05856755789035977,0,11,0.0
0.11604187280321467,0.0,0.125,0.014505234100401833,0,0,0.0
0.3937206981139016,0.0,0.125,0.0492150872642377,0,15,0.0
0.37092809919556513,0.18171848013839154,0.125,0.16068000211139655,0,7,0.0
0.028857368638616994,0.7003478184036064,0.125,0.6837447943125095,1,4,0.0
0.3202607357097911,0.7786356657283467,0.125,0.5693018265360273,0,11,0.6416660159914016
0.5339618100234398,1.060226790708541,0.125,0.5608514007593958,1,12,0.12019834255020954
0.24249112500878423,0.9653688728934328,0.125,0.7615868794831402,1,14,0.21112995486929023
0.10691833243755489,0.0,0.125,0.01336479155469436,0,10,0.3548799260283556
0.31366530763314665,0.020697958362566077,0.125,0.05341389033953706,1,6,0.11353247197743346
0.3230158472546074,0.0,0.125,0.04037698090682593,0,10,0.0
0.2582451201889719,0.11099856948839312,0.125,0.11461437059368057,0,11,0.0
0.4721900526301415,0.0,0.125,0.05902375657876769,1,4,0.03754562508947497
0.33392291650450695,0.4421576389913656,0.125,0.33625143518768524,0,0,0.1504696725238133
0.09527077609781953,0.6976727618830982,0.125,0.6431137834084137,1,7,0.0
0.2619971116672078,0.0,0.125,0.032749638958400974,1,11,0.31745497366032305
0.4000189379777869,0.1139176261120447,0.125,0.11835078554497733,0,7,0.04136828781355624
0.5785402626270364,0.7858433180888551,0.125,0.40351885128640674,0,19,0.3453012174155157
0.2867245639958892,0.14242487369189538,0.125,0.13742873437990324,0,12,0.29520732737813815
0.2292402583507296,0.4093957869030136,0.125,0.34420082323950774,0,0,0.3567037775939436
0.009689789012514419,0.656109091731653,0.125,0.6509627566901451,0,0,0.748034948162006
0.6300994857147628,0.8234835018405097,0.125,0.38336940655055796,1,20,0.28243816052569626
0.39993991718481203,0.0,0.125,0.049992489648101504,0,9,0.08743362003048036
0.23262024540957765,0.797808581028034,0.125,0.6412996837956231,0,0,0.8459636879702482
0.4291312918881634,0.0,0.125,0.053641411486020425,1,3,0.16483088884881766
0.4096641731062445,0.7032752274058031,0.125,0.4663765845427793,0,11,0.3370416596235662
0.19071124099907757,0.6720944183747659,0.125,0.5677573629028458,0,0,0.7750911577826953
0.0648164695741524,0.0,0.125,0.00810205869676905,0,0,0.0
0.6651381720653843,0.3384516536959298,0.125,0.1964768109322856,0,23,0.05122350611011062
0.32944670485480454,0.6399615449350191,0.125,0.47030916082923774,0,16,0.5723533470975771
0.38530387096877866,0.010330194522894937,0.125,0.05451291445646037,0,4,0.0
0.6053510394520478,0.0,0.125,0.07566887993150598,1,21,0.0
0.08474480625316422,0.0,0.125,0.010593100781645527,0,0,0.0
0.34145815975549515,1.916469823637751,0.125,1.3047578344009032,1,4,0.14653142900954141
0.5558361974231715,0.0,0.125,0.06947952467789643,0,13,0.004286224951206702
0.19455529535811203,0.017658285756101372,0.125,0.03854218467506913,0,12,0.06749578403876394
0.3823830526781189,0.7554456325134743,0.125,0.5143739070053844,0,2,0.2519306395779345
0.016264786488585332,0.24677771857958355,0.125,0.2447970299878196,0,0,0.17714109435742886
0.252720705741562,0.8440329697419814,0.125,0.6623184501773367,0,15,0.6067587156368882
0.09558091821963251,0.0,0.125,0.011947614777454063,0,7,0.15074409940124728
0.32484177085169574,0.0,0.125,0.04060522135646197,0,3,0.21661009315900476
0.15140187516554662,0.5012196404862468,0.125,0.44425928144252125,0,0,0.5485454055050075
0.26722664018358067,0.4274218000076394,0.125,0.3466066384733272,0,2,0.4211389837921858
0.26829779569032575,1.1950746289891894,0.125,0.9079759648072467,0,15,1.2114753604069497
0.24894329584949612,0.33318892526221755,0.125,0.2813616880480767,0,0,0.4048618014448039
0.09707797151090175,0.0,0.125,0.012134746438862719,0,7,0.01424320653554787
0.3039237798621057,0.0,0.125,0.037990472482763216,0,0,0.0
0.23785093497174672,0.0,0.125,0.02973136687146834,0,0,0.0
0.19482785325039584,0.24453400824229188,0.125,0.22124545402603102,1,13,0.196873240852906
0.09965688154591676,0.40061534703133084,0.125,0.37314838103999276,0,1,0.5417146125812695
0.10565543431099511,0.35868217622562354,0.125,0.3339923844057668,0,2,0.1872941369857382
0.330765600499991,0.24894985789187585,0.125,0.20795150871438098,1,4,0.0
0.1402531674783632,0.9597853575756051,0.125,0.8427040670110685,0,10,0.6178767900778042
0.5907399641116066,0.003110755348224109,0.125,0.07511560335940504,0,21,0.22092179390856306
0.2239895680648068,0.2314222674710838,0.125,0.2075847897477584,0,6,0.0
0.24864348505808403,0.0,0.125,0.031080435632260504,1,3,0.1874576053419108
0.35678175924019917,0.0,0.125,0.044597719905024896,0,11,0.040790369859145845
0.6651312277566267,0.15682496815498037,0.125,0.13565718801274274,1,21,0.1276306346618223
0.33227289660533443,0.47654071709490453,0.125,0.3597332647510642,1,0,0.24797476648617633
0.6035091281277549,0.8802572859805529,0.125,0.42445261980629495,1,10,0.08271350413066922
0.17519973166400102,0.0,0.125,0.021899966458000127,0,0,0.0
0.5501842294256407,0.4081745210155018,0.125,0.25237636537761304,1,19,0.16404853569434397
0.33757096540609943,1.3042924914446103,0.125,0.906197586611489,0,6,0.763278740393555
0.058675146629098555,0.022517531341829156,0.125,0.02853070521725933,0,8,0.14032635147919653
0.20828536321153496,0.6233509101690227,0.125,0.5195517098376687,0,7,0.6394705654125531
0.23045294616298312,0.0,0.125,0.02880661827037289,0,1,0.15836886112586313
0.3163511644452561,0.22466571288640172,0.125,0.19313634855952197,0,14,0.14140760386882018
0.11330027062001309,0.4728827046056224,0.125,0.4334675000297833,1,10,0.340103467719588
0.38350304144947545,0.7834512118394233,0.125,0.5309331694529116,1,6,0.1336811432044601
0.2755260237784209,0.27134471239959057,0.125,0.2310229356911348,1,7,0.2358692844957032
0.3415972845510533,0.5221376100249828,0.125,0.38647648084735353,0,3,0.36851621265143847
0.5343791325614644,0.0,0.125,0.06679739157018305,0,14,0.1027836923074594
0.516841907216391,0.05441105522707507,0.125,0.09089438007190609,1,18,0.2658898600352636
0.13795532692367962,0.03797028468417868,0.125,0.04997649751264758,0,5,0.0
0.2654869918511614,0.0,0.125,0.03318587398139518,0,6,0.083850749219088
0.6087113315262378,0.8094732426514819,0.125,0.3928266237230167,0,11,0.5970411908983637
0.05501348479299796,0.9355605921394087,0.125,0.8909688293299439,0,0,0.9425094250998477
0.21829360317694502,0.09633818643766154,0.125,0.10259487699377023,0,6,0.1770334701314042
0.24056433225884608,0.0,0.125,0.03007054153235576,1,10,0.11921931203108811
0.23484729296848017,0.42567220015246265,0.125,0.3550601478757798,0,0,0.18381548483480198
0.09135461158007394,0.0,0.125,0.011419326447509242,0,0,0.01550828993677689
0.2986283399822737,0.36220227892577667,0.125,0.29136695613015967,1,12,0.18377080674865873
0.17427909958214752,0.0,0.125,0.02178488744776844,0,3,0.0
0.18344104803331215,0.26558589036346636,0.125,0.23979666729649576,0,4,0.09729403956887539
0.0525670288071172,0.7338061978742181,0.125,0.7018030649326126,0,1,0.5192211703401762
0.2999170518811618,0.0,0.125,0.037489631485145225,1,9,0.0
0.4288229271079793,0.8757185882783984,0.125,0.5537932458184857,0,7,0.34315953018670853
0.1695747463696059,0.20308315888501124,0.125,0.18984222702134784,0,5,0.1986385077416852
0.5521681745243734,0.9433892844584943,0.125,0.49150076720873936,1,17,0.10834282394655217
0.41781134961978555,0.5556390737861833,0.125,0.37571318116856367,1,6,0.3236717969455515
0.16416273546084253,0.0,0.125,0.020520341932605317,1,0,0.3517297949043696
0.23193440637392265,0.2870510658637534,0.125,0.24946584810038233,0,15,0.1584491038521189
0.11307527783645056,0.13515172856509766,0.125,0.13400381903707903,0,5,0.21178413443598568
0.032128172662194816,0.4500427360820405,0.125,0.4395997069346045,0,0,0.63424952310507
0.12039088731242732,1.3885286673915378,0.125,1.2364113299795816,1,10,0.05258962324842861
0.4338228551600779,0.5821031546432965,0.125,0.383801358993263,0,10,0.17672670654148054
0.10855300838931561,0.24967663826939918,0.125,0.23614261410938941,0,3,0.3644575519668082
0.03299653061052261,0.34250910157674347,0.125,0.3353320558484991,0,6,0.3147229345927152
0.5705475478206944,0.0,0.125,0.0713184434775868,0,19,0.0
0.12410546409565944,0.23314333912438395,0.125,0.21972215983349797,0,2,0.5068859467823852
0.3824827036613652,0.0,0.125,0.04781033795767065,0,2,0.09842017900111866
0.3568499292136812,0.0,0.125,0.04460624115171015,0,10,0.0
0.2183772600931361,0.2890615317179175,0.125,0.25323422393467554,0,9,0.23234326426213336
